Title,Author,Main Genre,Sub Genre,Type,Rating,No. of People rated,Price,Number of Sub-genres
The Tales of Beedle the Bard: A Harry Potter Hogwarts Library Book,J.K. Rowling,Children's Books,Historical Fiction,Kindle Edition,4.5,16094.0,10.14,34
Story Books for Kids ; Set of 10 Traditional Tales Book in English with 101 Moral Lesson from Inikao,Inikao,Children's Books,Historical Fiction,Paperback,4.3,716.0,11.74,34
InIkao Kannada Writing Practice Books for Kids | Set of 5 Handwriting Improvement Book for Children age 4+ years,Rajkumar,Children's Books,Historical Fiction,Paperback,4.4,720.0,10.67,34
Tales from the Puranas and Itihaas,Daaji (Kamlesh Patel),Children's Books,Historical Fiction,Paperback,4.8,13.0,8.88,34
InIkao Hindi Sulekh Writing Practice Books for Kids | Set of 5 Handwriting Improvement Book for Children age 4+ years,InIkao,Children's Books,Historical Fiction,Paperback,4.4,1336.0,10.67,34
"Copy Writing Practice Books for Kids | Learn and Practice ABC Capital Letters, Small Letters, Number 1-100, Pattern Writing (Set of 5 Books) | Handwriting Improvement Books In English For Children",InIkao,Children's Books,Historical Fiction,Paperback,4.3,279.0,10.67,34
Diary of a Minecraft Zombie Book 21: Carnival Chaos,Zack Zombie,Children's Books,Historical Fiction,Kindle Edition,4.7,422.0,11.55,34
Where the Red Fern Grows,Wilson Rawls,Children's Books,Historical Fiction,Audible Audiobook,4.7,16740.0,48.76,34
"Night of the Ninjas (Magic Tree House (R)) Osborne, Mary Pope and Murdocca, Sal",Mary Pope Osborne,Children's Books,Historical Fiction,Paperback,4.7,2305.0,8.9,34
Code Name Bananas: The hilarious and epic children’s book from multi-million bestselling author David Walliams,David Walliams,Children's Books,Historical Fiction,Paperback,4.8,19441.0,13.34,34
"War That Saved My Life, The",Kimberly Bradley,Children's Books,Historical Fiction,Paperback,4.7,8829.0,12.57,34
A Long Walk to Water: International Bestseller Based on a True Story,Linda Sue Park,Children's Books,Historical Fiction,Paperback,4.7,23369.0,11.6,34
THESE VIOLENT DELIGHTS: The New York Times bestseller and first instalment of the These Violent Delights series,Chloe Gong,Children's Books,Historical Fiction,Paperback,4.3,5271.0,20.04,34
SIEGE AND STORM (B PB): THE GRISHA BOOK 2 (Shadow and Bone),Leigh Bardugo,Children's Books,Historical Fiction,Paperback,4.4,28875.0,18.92,34
RUIN AND RISING (B PB): THE GRISHA BOOK 3,Leigh Bardugo,Children's Books,Historical Fiction,Paperback,4.5,29091.0,19.6,34
MEIN NASTIK KYON HUN (Hindi Edition),Bhagat Singh,Children's Books,Historical Fiction,Kindle Edition,4.6,13.0,2.38,34
Murder Most Unladylike (Book 1): A Murder Most Unladylike Mystery Robin Stevens,Robin Stevens,Children's Books,Historical Fiction,Paperback,4.6,3692.0,15.04,34
SHADOW AND BONE (B PB) : THE GRISHA BOOK 1,Leigh Bardugo,Children's Books,Historical Fiction,Paperback,4.4,40955.0,20.04,34
MAGIC TREE HOUSE #17: TONIGHT ON A TITANIC,Mary Pope Osborne,Children's Books,Historical Fiction,Paperback,4.7,1675.0,7.23,34
The Kane Chronicles: The Serpent's Shadow [Paperback] Rick Riordan,Rick Riordan,Children's Books,Historical Fiction,Paperback,4.7,10057.0,12.57,34
"Geronimo Stilton Cavemice #3: Help, Im in Hot Lava!",,Children's Books,Historical Fiction,Paperback,4.4,216.0,11.01,34
The Ice Monster: A funny illustrated children’s book from multi-million bestseller David Walliams,David Walliams,Children's Books,Historical Fiction,Paperback,4.7,12046.0,15.48,34
Two Degrees,Alan Gratz,Children's Books,Historical Fiction,Paperback,4.7,533.0,14.99,34
ASTERIX ALBUM 34: ASTERIX AND OBELIX’S BIRTHDAY: THE GOLDEN BOOK,René Goscinny,Children's Books,Historical Fiction,Paperback,4.5,345.0,15.53,34
When Blackbirds Fly (NOW: Not Our War),Hannah Lalhlanpuii,Children's Books,Historical Fiction,Paperback,4.5,108.0,6.26,34
Death in the Spotlight: A Murder Most Unladylike Mystery (Book 8) Robin Stevens,Robin Stevens,Children's Books,Historical Fiction,Paperback,4.8,1562.0,14.51,34
Top Marks For Murder (Book 8): A Murder Most Unladylike Mystery (Murder Most Unladylike 8) [Paperback] Robin Stevens,Robin Stevens,Children's Books,Historical Fiction,Paperback,4.8,1790.0,14.17,34
Himyug Mein Prem Mahayug Upanyas Trayi-2: हिमयुग में प्रेम महायुग उपन्यास त्रयी-2 (Duniya Ki Pahli Premkatha),Ratneshwar Kumar Singh,Children's Books,Historical Fiction,Paperback,4.3,34.0,9.75,34
Songs of Freedom: Postcard from the Lush,Hannah Lalhlanpuii,Children's Books,Historical Fiction,Paperback,4.8,9.0,6.65,34
The First Four Years,Laura Ingalls Wilder,Children's Books,Historical Fiction,Paperback,4.6,1669.0,32.12,34
"Where the Red Fern Grows Rawls, Wilson",Wilson Rawls,Children's Books,Historical Fiction,Paperback,4.7,16740.0,12.57,34
"Cream Buns and Crime: Tips, Tricks and Tales from the Detective Society (A Murder Most Unladylike Collection)",Robin Stevens,Children's Books,Historical Fiction,Paperback,4.6,1267.0,12.95,34
Addison Cooke and the Treasure of the In: 1,Jonathan W. Stokes,Children's Books,Historical Fiction,Paperback,4.6,849.0,19.7,34
"Death Sets Sail (A Murder Most Unladylik: A Murder Most Unladylike Mystery (A Murder Most Unladylike Mystery, 9)",Robin Stevens,Children's Books,Historical Fiction,Paperback,4.8,1935.0,14.17,34
The Letter to Lahore (Songs of Freedom Series),Tanu Shree Singh,Children's Books,Historical Fiction,Kindle Edition,4.2,13.0,6.68,34
Dino ABC: A Dinosaur Alphabet Book for Kids. Learn the Letters With Prehistoric Creatures (FunFact ABCs 3),Barbara Pinke,Children's Books,Historical Fiction,Kindle Edition,4.5,38.0,12.08,34
Really Puzzled (The Puzzled Mystery Adventure Series Book 2),P.J. Nichols,Children's Books,Historical Fiction,Kindle Edition,4.8,651.0,4.8,34
The Boy in the Striped Pyjamas: Read John Boyne’s powerful classic ahead of the sequel ALL THE BROKEN PLACES (Vintage Children's Classics),John Boyne,Children's Books,Historical Fiction,Kindle Edition,4.6,2349.0,10.52,34
Story Book- 101 Panchatantra Stories ( Ilustrated stories for children from Ancient India),Om Books Editorial Team,Children's Books,History,Paperback,4.5,8676.0,9.27,34
The Illustrated Stories of Akbar and Birbal: Classic Tales From India,Wonder House Books,Children's Books,History,Hardcover,4.6,2893.0,8.69,34
Knowledge Encyclopedia - Human Body (Knowledge Encyclopedia for Children),Wonder House Books,Children's Books,History,Hardcover,4.4,166.0,29.06,34
"108 Akbar Birbal Stories (Illustrated) - Story Book for Kids - Classic Tales of India - Bedtime Stories 3 Years to 10 Years Old - English Short Stories for Children -  Read Aloud to Infants, Toddlers",Maple Press,Children's Books,History,Paperback,4.5,175.0,6.65,34
Knowledge Encyclopedia For Children Our Planet Earth Collection of 6 Books Box Set,Wonder House Books,Children's Books,History,Hardcover,4.5,258.0,33.92,34
108 Ramayana Stories for Kids [Paperback] Maple Press,Maple Press,Children's Books,History,Paperback,4.5,160.0,6.55,34
A History of South India for Children,Pradeep Chakravarthy,Children's Books,History,Paperback,5.0,3.0,16.5,34
Knowledge Encyclopedia - World History (Knowledge Encyclopedia for Children),Wonder House Books,Children's Books,History,Hardcover,4.4,117.0,29.06,34
Knowledge Encyclopedia - Our Planet Earth (Knowledge Encyclopedia for Children),Wonder House Books,Children's Books,History,Hardcover,4.5,84.0,29.06,34
"108 Akbar and Birbal Stories (Illustrated) (Hindi) - Story Book for Kids - Classic Tales of India - Bedtime Stories - 3 Years to 10 Years Old - Hindi Short Stories for Children - Read Aloud to Infants, Toddlers",Maple Press,Children's Books,History,Paperback,4.4,28.0,6.07,34
Letters From a Father to His Daughter (H,Jawaharlal Nehru,Children's Books,History,Hardcover,4.6,984.0,12.57,34
"Illustrated Stories for Children (Set of 3 Books) -Tenali Raman, Akbar Birbal and Vikram Betaal [Paperback] Maple Press",Maple Press,Children's Books,History,Paperback,4.6,480.0,8.25,34
"Unstoppable Us, Volume 1",Yuval Noah Harari,Children's Books,History,Paperback,4.7,815.0,18.87,34
Knowledge Encyclopedia Art and Architecture,Wonder House Books,Children's Books,History,Hardcover,4.1,36.0,29.06,34
Operation Blue Star Ka Sach (Hindi Edition),K.S. BRAR,Children's Books,History,Kindle Edition,4.3,775.0,7.33,34
Space - Stars and Galaxies: Knowledge Encyclopedia For Children,Wonder House Books,Children's Books,History,Paperback,4.3,180.0,6.74,34
Don't Believe Everything You Think (Tamil),Joseph Nguyen,Children's Books,History,Paperback,4.4,38.0,8.05,34
My First Shaped Board Book Illustrated Sai Baba Hindu Mythology Picture Book for Kids Age 2+ Indian Gods and Goddessesá,Wonder House Books,Children's Books,History,Board book,4.7,28.0,4.32,34
Chemistry and Elements Science Knowledge Encyclopedia for Children,Wonder House Books,Children's Books,History,Paperback,4.3,147.0,5.77,34
A CHILDREN'S HISTORY OF INDIA (PB),Subhadra Sen Gupta,Children's Books,History,Paperback,4.4,1101.0,18.49,34
10 Indian Languages and How They Came to Be (10s Series),Karthik Venkatesh,Children's Books,History,Paperback,0.0,0.0,6.26,34
Valmiki Ramayanam (Telugu) Bhakti Vikasa Swami,Bhakti Vikasa Swami,Children's Books,History,Hardcover,4.7,725.0,11.89,34
108 Ramayana Stories for Kids (Hindi) [Paperback] Maple Press,Maple Press,Children's Books,History,Paperback,4.6,89.0,6.65,34
"Naam, Namak, Nishan : The Ultimate India [Paperback] GUPTA, ANURAKSHAT",ANURAKSHAT GUPTA,Children's Books,History,Paperback,4.7,68.0,8.1,34
My First Illustrated Bible Stories Old Testament Boxed Set of 10 Books,Wonder House Books,Children's Books,History,Paperback,4.5,14.0,24.21,34
Diary of a Wimpy Kid BOX OF BOOKS SET BY: JEFF KINNEY (DIARY OF A WIMPY KID Box Set Vol 1-13),The Adventures of Tintin,Children's Books,History,Paperback,4.0,2.0,92.14,34
Main Hoon Bharatiya,K.K. Muhammed,Children's Books,History,Hardcover,4.5,268.0,11.64,34
Tales of Revolutionaries: 5 in 1 (Amar Chitra Katha),Anant Pai,Children's Books,History,Hardcover,4.7,124.0,13.44,34
"Constitution of India for Children, The",Subhadra Sen Gupta,Children's Books,History,Paperback,4.5,235.0,12.95,34
Story book: Festivals of india (Large Print),Om Books Editorial Team,Children's Books,Holidays & Celebrations,Paperback,4.5,531.0,10.14,34
GERONIMO STILTON #26 THE MUMMY WITH NO NAME,STILTON GERONIMO,Children's Books,Holidays & Celebrations,Paperback,4.6,561.0,11.01,34
"The Gruffalo's Child (The Gruffalo, 2)",Julia Donaldson,Children's Books,Holidays & Celebrations,Paperback,4.7,11146.0,14.17,34
I Love You to the Moon and Back,Little Tiger Press,Children's Books,Holidays & Celebrations,Board book,4.9,71361.0,10.97,34
"Pencil Draws For Christmas – A Fun-Filled Early Reader Story Book: An Interactive Tale for Preschool, Toddlers, Kindergarten and 1st Graders (The Drawing Pencil Book 40)",Elisa Anderson,Children's Books,Holidays & Celebrations,Kindle Edition,4.4,114.0,3.35,34
Diary of a Wimpy Kid: Cabin Fever (Book 6),Jeff Kinney,Children's Books,Holidays & Celebrations,Kindle Edition,4.6,21213.0,7.51,34
"Pencil Draws A Pumpkin – A Fun-Filled Early Reader Story Book for Preschool, Toddlers, Kindergarten and 1st Graders: An Interactive, Easy to Read Tale ... ages 3 to 5 upwards (The Drawing Pencil 34)",Elisa Anderson,Children's Books,Holidays & Celebrations,Kindle Edition,4.4,126.0,3.35,34
Horror Stories for Kids: Halloween Stories for Children with Pictures - Short Scary Ghost Stories for Kids - Bedtime Spooky Story Book for 8+ years old,Tushar Barmase,Children's Books,Holidays & Celebrations,Kindle Edition,3.6,8.0,12.13,34
"Pencil Draws A Heart – A Fun-Filled Early Reader Story Book for Preschool, Toddlers, Kindergarten and 1st Graders: An Interactive, Easy to Read Tale for Kids (The Drawing Pencil 19)",Elisa Anderson,Children's Books,Holidays & Celebrations,Kindle Edition,4.3,311.0,3.35,34
Ben and Holly's Little Kingdom : Birthda,Ben and Holly's Little Kingdom,Children's Books,Holidays & Celebrations,Board book,4.7,284.0,10.67,34
"Don't Feed the Monster: Halloween book for kids, Preschool, Toddlers, Kindergartens. Help Kids Overcome their Fears (Halloween picture books 2)",Sigal Adler,Children's Books,Holidays & Celebrations,Kindle Edition,4.4,500.0,16.16,34
Frozen Fever Junior Novel (Disney Junior Novel (ebook)),Disney Book Group,Children's Books,Holidays & Celebrations,Kindle Edition,4.3,336.0,15.23,34
"Pencil Draws A Christmas Tree – A Fun-Filled Early Reader Story Book: An Interactive Tale for Preschool, Toddlers, Kindergarten and 1st Graders (The Drawing Pencil Book 16)",Elisa Anderson,Children's Books,Holidays & Celebrations,Kindle Edition,4.5,291.0,3.35,34
Julian at the Wedding,Jessica Love,Children's Books,Holidays & Celebrations,Paperback,4.8,154.0,13.34,34
GERONIMO STILTON # 27 CHRISTMAS TOY FACTORY,STILTON GERONIMO,Children's Books,Holidays & Celebrations,Paperback,4.5,390.0,9.17,34
Diary of a Wimpy Kid: Cabin Fever (Book 6): Special Disney + Cover Edition,Jeff Kinney,Children's Books,Holidays & Celebrations,Paperback,4.6,21213.0,11.01,34
"Pencil Draws A Snowman – A Fun-Filled Early Reader Story Book: An Interactive Tale for Preschool, Toddlers, Kindergarten and 1st Graders (The Drawing Pencil Book 15)",Elisa Anderson,Children's Books,Holidays & Celebrations,Kindle Edition,4.5,252.0,3.35,34
Rabbit's Nap,Julia Donaldson,Children's Books,Holidays & Celebrations,Board book,4.8,6303.0,16.69,34
What the Ladybird Heard at Christmas: The Perfect Christmas Gift,Julia Donaldson,Children's Books,Holidays & Celebrations,Paperback,4.8,831.0,16.69,34
Peppa Pig: Peppa's Halloween Sticker Activity Book,Peppa Pig,Children's Books,Holidays & Celebrations,Paperback,4.5,328.0,6.26,34
MOG’S BIRTHDAY,Judith Kerr,Children's Books,Holidays & Celebrations,Paperback,4.7,297.0,11.69,34
Scary Roblox Stories Vol 1,Arrikin Books,Children's Books,Holidays & Celebrations,Kindle Edition,4.6,335.0,3.88,34
"Pencil Draws A Vampire – A Fun-Filled Early Reader Story Book for Preschool, Toddlers, Kindergarten and 1st Graders: An Interactive, Easy to Read Tale ... ages 3 to 5 upwards (The Drawing Pencil 33)",Elisa Anderson,Children's Books,Holidays & Celebrations,Kindle Edition,4.3,136.0,3.35,34
Mercy Watson: Princess in Disguise: 4,Kate DiCamillo,Children's Books,Holidays & Celebrations,Paperback,4.8,1848.0,12.69,34
GERONIMO SILTON #35 A VERY MERRY CHRISTMAS,Geronimo Stilton,Children's Books,Holidays & Celebrations,Paperback,4.6,466.0,9.66,34
"Grumpmas! – A Fun Easy to Read Story Book for Kids: An Interactive Christmas Tale for Preschool, Toddlers, Kindergarten and 1st Graders (Grumpy Grump 4)",Elisa Anderson,Children's Books,Holidays & Celebrations,Kindle Edition,4.4,194.0,8.01,34
The Christmas Pig,J.K. Rowling,Children's Books,Holidays & Celebrations,Hardcover,4.7,3985.0,27.61,34
"Grumpoween! – A Fun Easy to Read Story Book for Children: An Interactive, Early Reader for Kids in Preschool, Kindergarten and 1st Grade between ages 4 to 6 and above. (Grumpy Grump 3)",Elisa Anderson,Children's Books,Holidays & Celebrations,Kindle Edition,4.2,219.0,8.01,34
Peppa Pig: Happy Birthday! (Sound Book) [Board book] Penguin UK,,Children's Books,Holidays & Celebrations,Paperback,4.4,2656.0,15.28,34
This Book Wants To Be A Witch,Elisa Anderson,Children's Books,Holidays & Celebrations,Kindle Edition,4.3,314.0,14.46,34
The Twelve Fartrageous Days of Christmas: A Laugh-Out-Loud Outrageous Farting Book that's Fun for the Whole Family,I.M. Witty,Children's Books,Holidays & Celebrations,Kindle Edition,4.3,23.0,21.79,34
"A Christmas Cookie Exchange: Holiday Lessons of Kindness, Self-acceptance, and Inclusion",Sheri Wall,Children's Books,Holidays & Celebrations,Kindle Edition,4.5,75.0,21.79,34
Sofia the First: The Halloween Ball (Disney Storybook (eBook)): Includes Stickers,Lisa Ann Marsoli Disney Book Group,Children's Books,Holidays & Celebrations,Kindle Edition,4.2,252.0,11.46,34
I Wish You More,Amy Krouse Rosenthal,Children's Books,Holidays & Celebrations,Hardcover,4.8,8679.0,39.45,34
"GERONIMO STILTON # 12 MERRY CHRISTMAS, GERONIMO",STILTON GERONIMO,Children's Books,Holidays & Celebrations,Paperback,4.5,430.0,5.34,34
"This Turkey Wants To Be Santa – A Fun-Filled Early Reader Story Book for Preschool, Toddlers, Kindergarten and 1st Graders: An Interactive, Simple, Easy ... Tale for Kids ages 2 to 5 (This Book 18)",Elisa Anderson,Children's Books,Holidays & Celebrations,Kindle Edition,4.3,170.0,7.86,34
Mickey Mouse Clubhouse: Minnie's Valentine,Disney Book Group,Children's Books,Holidays & Celebrations,Kindle Edition,4.5,855.0,11.46,34
Turkey Trouble,Wendi Silvano,Children's Books,Holidays & Celebrations,Kindle Edition,4.8,6692.0,5.57,34
Timmy Failure: It's the End When I Say It's the End,Stephan Pastis,Children's Books,Holidays & Celebrations,Paperback,4.8,428.0,10.0,34
The Naughtiest Unicorn on Holiday: a perfect funny and magical summer holiday gift for children: Book 8 (The Naughtiest Unicorn series),Pip Bird,Children's Books,Holidays & Celebrations,Paperback,4.8,150.0,12.69,34
Little First Sticker Book Diwali,Holly Bathie,Children's Books,Holidays & Celebrations,Paperback,4.3,7.0,14.07,34
Julian Is a Mermaid,Jessica Love,Children's Books,Holidays & Celebrations,Paperback,4.8,4231.0,13.32,34
Peppa Pig: Peppa's Spooky Fun Sticker Book,Peppa Pig,Children's Books,Holidays & Celebrations,Paperback,4.7,459.0,9.41,34
Why Are Birthdays Special? (StoryBots),Golden Books,Children's Books,Holidays & Celebrations,Hardcover,4.8,78.0,14.31,34
